participant_id,language_proficiency,preferred_medium,team_role,interaction_frequency,time_in_team,change_in_medium_preference,collaboration_effectiveness
2456,5,Voice,Team Member,36,29,0,4.806690362458969
2457,4,Voice,Team Member,33,30,0,7.954987438599931
2458,1,Text,Team Member,21,3,0,6.470843308868499
2459,1,Text,Manager,34,7,1,9.663151966
2460,2,Text,Team Member,36,11,0,8.432724900647457
2461,4,Voice,Manager,17,32,0,5.265516629
2462,1,Text,Team Member,10,12,0,2.065205656053981
2463,3,Text,Manager,23,15,1,0.037746298221230656
2464,4,Video,Team Member,44,24,1,9.805023970013682
2465,3,Video,Team Member,2,1,0,9.383196983026702
2466,3,Text,Manager,35,18,0,2.7414399407519285
2467,1,Text,Team Member,14,7,1,6.382157862237271
2468,4,Video,Team Member,47,2,1,7.292395628861536
2469,5,Video,Team Member,45,31,0,5.78013461
2470,1,Text,Team Member,41,33,0,8.429616748380978
2471,1,Text,Team Member,2,30,1,0.7782464843201375
2472,4,Video,Manager,19,31,0,8.964940341502135
2473,4,Video,Team Member,16,34,0,3.9201901116649207
2474,3,Text,Team Member,43,7,0,4.806900215747914
2475,4,Video,Team Member,44,25,0,4.447336504216722
2476,3,Text,Manager,25,16,1,5.312862229693549
2477,1,Text,Manager,1,22,0,5.981684718857535
2478,2,Text,Team Member,2,27,1,7.103434329791919
2479,5,Voice,Team Member,48,17,0,5.249403390752041
2480,1,Text,Team Member,27,4,1,6.847732560088903
2481,4,Voice,Manager,2,35,0,3.3829744359070055
2482,5,Video,Team Member,30,22,0,9.366808702579869
2483,2,Text,Team Member,10,35,1,0.6453101979976916
2484,2,Text,Team Member,19,15,0,5.455406085610935
2485,3,Voice,Team Member,42,21,0,0.8739617602171468
2486,5,Voice,Manager,16,13,0,4.427670360369303
2487,3,Voice,Team Member,13,11,0,2.5758235765282986
2488,1,Text,Team Member,48,27,0,9.369034495826476
2489,5,Voice,Team Member,8,31,1,0.1307538638594341
2490,1,Text,Team Member,31,32,0,3.9120363114145706
2491,3,Voice,Team Member,45,30,0,7.820427497069545
2492,5,Voice,Team Member,25,18,0,1.8846141265146577
2493,3,Voice,Team Member,39,16,0,8.155882047
2494,5,Voice,Team Member,21,35,1,8.597250878248238
2495,3,Text,Manager,38,9,1,7.080029996457701
2496,2,Text,Team Member,41,10,0,2.090691824261708
2497,3,Video,Team Member,29,12,0,2.720386565815623
2498,2,Text,Team Member,6,8,0,1.6693472869536197
2499,3,Text,Team Member,18,3,0,1.8406373720139968
2500,5,Voice,Team Member,49,19,0,0.3649229647537533
2501,5,Video,Team Member,44,11,0,8.573150811982664
2502,5,Voice,Team Member,35,8,0,5.285022874278358
2503,4,Video,Team Member,27,26,0,3.2775922388705157
2504,1,Text,Team Member,5,23,0,2.8957699606340803
2505,5,Video,Team Member,7,10,0,5.446962964475865
2506,2,Text,Team Member,10,18,1,3.266848217899491
2507,5,Video,Manager,10,12,0,8.63717975
2508,4,Video,Team Member,28,26,0,2.109574350369108
2509,2,Text,Team Member,36,11,0,8.823017914128528
2510,4,Video,Team Member,10,10,1,6.640924530034291
2511,2,Text,Team Member,35,3,0,9.566292205
2512,3,Text,Team Member,35,7,0,0.15107241635693436
2513,1,Text,Team Member,37,4,0,0.5909556571115648
2514,1,Text,Team Member,48,8,1,5.0089459393657325
2515,4,Voice,Team Member,20,13,1,9.123788300320484
2516,1,Text,Team Member,13,12,0,7.307949515
2517,4,Video,Team Member,11,35,1,6.221359325193333
2518,4,Video,Manager,45,2,1,0.3160215566018376
2519,4,Video,Team Member,19,15,1,3.541637884126093
2520,1,Text,Team Member,28,34,1,3.4585289290285726
2521,4,Video,Manager,38,26,0,5.420856822599057
2522,1,Text,Team Member,45,5,1,2.578277793467618
2523,4,Video,Team Member,4,25,0,2.6715571517776002
2524,5,Video,Team Member,37,34,0,6.208608000767594
2525,4,Video,Team Member,19,4,0,9.445675433141567
2526,2,Text,Team Member,37,34,0,6.6017910363669525
2527,4,Video,Team Member,14,27,0,6.681301239810351
2528,3,Voice,Manager,31,29,1,9.862148133881156
2529,4,Video,Team Member,28,5,0,1.5347816706979012
2530,2,Text,Team Member,36,18,0,0.33834774200360407
2531,2,Text,Team Member,44,4,0,7.455139507462983
2532,1,Voice,Manager,38,1,0,4.387874331898721
2533,5,Video,Team Member,19,20,1,4.288233547520063
2534,4,Voice,Manager,42,6,0,2.2530337636303233
2535,1,Text,Team Member,1,20,0,5.068630405190385
2536,5,Video,Team Member,23,20,1,4.421723437248732
2537,4,Video,Manager,28,27,0,3.454500078463286
2538,3,Video,Team Member,48,26,1,4.4274515933841885
2539,4,Voice,Team Member,4,32,0,3.8383477072288983
2540,2,Text,Team Member,41,10,1,9.398963580895366
2541,2,Voice,Team Member,18,18,0,9.802516574758354
2542,3,Video,Manager,49,12,1,8.399009325
2543,1,Text,Team Member,47,10,0,9.90414091
2544,5,Video,Manager,39,24,0,2.65719429
2545,4,Video,Team Member,25,24,1,8.429251099189397
2546,2,Voice,Team Member,18,25,0,4.066290119
2547,1,Text,Team Member,6,8,1,7.461363977777534
2548,3,Video,Team Member,19,14,1,2.0139264063047326
2549,2,Text,Team Member,12,31,0,8.119560897413074
2550,3,Voice,Team Member,25,24,0,0.8346442615691951
2551,4,Video,Team Member,35,16,1,2.705577067164037
2552,5,Video,Manager,1,20,1,8.219526168471557
2553,2,Text,Team Member,5,15,0,7.471592218218515
2554,2,Text,Team Member,1,14,0,5.012467549912892
2555,4,Video,Team Member,8,12,0,6.727927742902089
2556,1,Voice,Team Member,39,34,0,1.8557402449592963
2557,5,Video,Team Member,47,8,0,6.677636223
2558,2,Voice,Team Member,43,19,1,0.079761673
2559,5,Voice,Team Member,18,5,1,8.332158674
2560,2,Text,Team Member,46,27,1,5.162876079989436
2561,5,Voice,Manager,9,13,0,9.438784516095817
2562,3,Voice,Team Member,5,32,0,4.781642673227818
2563,2,Text,Team Member,4,31,1,4.330872823263411
2564,5,Video,Team Member,44,2,1,4.500528123978141
2565,1,Voice,Team Member,29,7,0,3.5972862027529606
2566,3,Voice,Team Member,1,11,0,1.6667508384265395
2567,3,Text,Team Member,30,11,0,8.420627269455057
2568,1,Text,Team Member,45,23,0,3.890854077582948
2569,5,Video,Manager,1,31,0,5.291084281888585
2570,4,Video,Team Member,3,8,0,0.19886916463436433
2571,1,Text,Team Member,22,32,0,0.6025387271399907
2572,5,Voice,Team Member,8,21,1,5.971832294778445
2573,1,Voice,Team Member,18,31,0,8.792280825136089
2574,1,Voice,Team Member,25,1,0,4.933958280260745
2575,2,Text,Team Member,48,13,1,1.6497458060506331
2576,5,Voice,Team Member,20,11,0,1.161273143659689
2577,4,Video,Manager,31,29,1,8.997880013929239
2578,2,Text,Team Member,30,4,1,7.01637854
2579,1,Voice,Manager,16,15,1,9.661955545114573
2580,1,Text,Team Member,2,3,0,0.8234862134389964
2581,1,Text,Team Member,17,29,0,9.026128550234132
2582,5,Video,Team Member,10,21,0,8.456323125
2583,5,Video,Manager,7,2,1,8.931851829241538
2584,2,Text,Team Member,42,6,0,0.057629566071395466
2585,4,Video,Team Member,9,31,0,7.419034805271947
2586,2,Voice,Manager,17,24,0,5.489381142
2587,3,Video,Team Member,9,17,0,5.731794337584198
2588,1,Text,Team Member,9,5,1,4.692019873527556
2589,1,Text,Team Member,37,2,0,7.426769177482193
2590,1,Text,Team Member,24,12,0,9.998392904764046
2591,2,Text,Manager,39,5,0,7.105383592741634
2592,2,Voice,Team Member,11,20,1,6.780504160393229
2593,1,Voice,Team Member,8,8,1,6.544377157
2594,2,Text,Team Member,25,1,0,6.952116698473576
2595,5,Voice,Team Member,46,6,0,3.4211246743083246
2596,5,Voice,Team Member,2,11,0,3.202197436664187
2597,2,Text,Team Member,10,3,0,7.843379782705063
2598,1,Text,Manager,24,31,0,0.5308801735296553
2599,2,Text,Team Member,48,28,0,7.592477382033839
2600,2,Voice,Team Member,16,5,1,8.138415851695685
2601,2,Text,Team Member,19,26,1,5.215979595862677
2602,3,Text,Team Member,31,16,0,9.101480954130153
2603,5,Video,Team Member,11,31,0,4.730874371471845
2604,4,Voice,Team Member,6,28,0,1.780866680958444
2605,4,Voice,Team Member,6,7,0,3.613986487066728
2606,3,Text,Team Member,32,9,0,9.058675059310863
2607,2,Text,Team Member,39,35,1,9.937382883
2608,3,Text,Manager,48,27,0,4.2185396698948345
2609,3,Video,Team Member,13,12,1,1.6684654559365786
2610,1,Text,Team Member,3,25,0,2.8632928023413786
2611,5,Voice,Team Member,41,29,1,5.532963425
2612,4,Video,Team Member,35,31,0,5.720959182771466
2613,2,Text,Team Member,38,34,1,6.300594066935799
2614,4,Voice,Team Member,17,33,0,8.353533726
2615,4,Video,Team Member,3,27,1,7.112141516880277
2616,5,Video,Team Member,34,2,0,2.6084022650250693
2617,4,Voice,Team Member,12,14,0,3.950440606960004
2618,4,Video,Manager,24,13,0,8.398165838040136
2619,3,Video,Manager,6,24,0,6.333826706057111
2620,5,Voice,Team Member,42,5,0,1.664180482447235
2621,1,Text,Team Member,11,34,0,3.2553880408031857
2622,2,Text,Team Member,48,23,0,7.910909124309013
2623,4,Voice,Team Member,27,19,1,1.7209412332338059
2624,2,Text,Team Member,48,30,0,6.910506527207795
2625,1,Text,Manager,24,16,1,5.6353653623157305
2626,2,Text,Team Member,18,34,0,1.4747490640114513
2627,1,Voice,Team Member,27,11,0,6.8887892403093645
2628,3,Text,Manager,41,14,0,1.4234897065516972
2629,4,Video,Team Member,21,15,0,3.984355791096812
2630,1,Text,Manager,34,35,0,3.085599245245203
2631,2,Voice,Team Member,33,7,0,6.9000995268695755
2632,4,Video,Team Member,48,29,0,7.823623566066523
2633,3,Text,Manager,18,22,1,1.6831658195591348
2634,4,Video,Manager,3,23,0,8.119967425989417
2635,1,Text,Manager,24,24,1,0.07214056
2636,3,Text,Manager,1,35,1,5.300585473
2637,2,Text,Team Member,6,10,0,5.167888898746739
2638,3,Voice,Team Member,19,8,1,6.238214307518197
2639,3,Voice,Team Member,22,12,0,2.3970053033467495
2640,5,Voice,Team Member,43,29,1,0.098568299
2641,3,Text,Team Member,8,29,0,4.547629161413994
2642,3,Text,Team Member,5,23,0,0.7140621125825453
2643,4,Voice,Team Member,9,26,0,8.921938868068683
2644,2,Text,Team Member,47,32,1,1.736663256891734
2645,4,Video,Team Member,21,6,1,4.252329674986606
2646,4,Voice,Team Member,28,8,0,4.340003902403837
2647,1,Text,Team Member,46,17,0,5.528646478382048
2648,4,Video,Team Member,4,12,1,7.825323487703972
2649,5,Voice,Team Member,24,22,1,4.721481505087795
2650,5,Video,Team Member,8,14,0,0.2575326722047311
2651,1,Text,Team Member,17,34,0,7.711104111750895
2652,2,Text,Team Member,34,19,1,0.821733146
2653,2,Text,Team Member,20,6,1,6.415532922588642
2654,4,Video,Team Member,16,18,0,8.034295086518954
2655,4,Video,Team Member,10,15,1,2.8269017248104378
2656,4,Video,Manager,34,9,0,4.4910648168403124
2657,2,Voice,Team Member,43,6,1,0.14335842185816627
2658,3,Video,Team Member,10,2,0,8.038751995898854
2659,5,Voice,Manager,30,16,0,7.032610899208192
2660,3,Video,Team Member,30,1,1,2.3138739438784306
2661,3,Text,Team Member,25,30,0,3.9022619786578927
2662,2,Text,Team Member,46,33,1,6.953165018011114
2663,3,Text,Manager,43,1,0,3.581631218512067
2664,1,Text,Manager,41,16,1,1.6241477555769979
2665,4,Video,Team Member,7,17,0,5.185055288779083
2666,1,Text,Team Member,47,18,0,7.235675702864398
2667,5,Video,Team Member,20,22,1,3.208095070029459
2668,4,Voice,Team Member,17,22,1,1.217722716444578
2669,3,Text,Team Member,3,35,0,8.295441618119767
2670,5,Voice,Team Member,47,31,0,2.5280186644712312
2671,4,Voice,Team Member,46,27,0,5.128149541066065
2672,3,Text,Team Member,40,4,0,6.913431495
2673,1,Text,Team Member,36,5,1,3.1707520039422077
2674,4,Voice,Team Member,26,25,0,6.486365373724183
2675,3,Video,Team Member,10,31,1,4.597095064415283
2676,1,Text,Team Member,34,14,0,5.704366551238461
2677,5,Video,Team Member,14,30,0,5.905761036169427
2678,5,Video,Team Member,8,12,0,8.241506868968862
2679,5,Video,Team Member,27,27,0,6.563262734353365
2680,5,Video,Manager,10,24,0,2.643066921844105
2681,2,Voice,Team Member,15,30,0,0.5960434113844626
2682,4,Video,Manager,37,18,1,0.019855441
2683,4,Video,Team Member,22,14,0,9.044173847669954
2684,2,Text,Team Member,45,19,1,9.421100518022063
2685,3,Text,Manager,31,22,1,0.9411148766466793
2686,3,Video,Team Member,2,26,0,4.870536183
2687,5,Video,Team Member,45,7,1,1.5159520346053446
2688,1,Voice,Team Member,31,28,0,9.487490867040847
2689,3,Voice,Team Member,14,5,0,2.4683251682252374
2690,1,Text,Team Member,10,18,0,5.016470955969989
2691,4,Video,Manager,30,14,1,1.6562019173291676
2692,1,Text,Team Member,36,23,1,3.327610845030623
2693,4,Voice,Team Member,47,14,0,2.668063609271809
2694,2,Text,Team Member,40,32,0,4.754260429721856
2695,2,Text,Team Member,15,5,0,4.197819620221485
2696,5,Video,Team Member,14,22,0,3.307977946003753
2697,3,Text,Manager,31,28,0,1.0587761764841208
2698,5,Video,Team Member,29,12,1,4.844870220069481
2699,4,Video,Team Member,27,18,0,8.502080180915524
2700,5,Video,Team Member,21,31,0,7.302233365855661
2701,1,Voice,Team Member,9,13,0,7.205748841626694
2702,4,Video,Team Member,20,20,0,3.660917367453087
2703,2,Voice,Team Member,35,7,0,7.084190806820514
2704,3,Video,Team Member,15,23,0,4.655314813999186
2705,4,Video,Team Member,24,34,1,1.5027609083816929
2706,4,Voice,Team Member,49,32,1,4.1904975
2707,1,Text,Team Member,16,21,0,1.3273863103159744
2708,3,Text,Team Member,36,6,0,1.1448281890653589
2709,2,Voice,Team Member,11,16,0,0.23059308457610728
2710,4,Voice,Manager,8,35,1,2.8285430096941653
2711,4,Video,Manager,3,20,0,3.3087478424194483
2712,1,Text,Team Member,19,11,1,6.994437129384926
2713,5,Video,Manager,46,32,1,5.380047848847837
2714,2,Text,Team Member,41,14,0,8.584497121
2715,3,Text,Manager,3,24,1,1.764706267056565
2716,4,Voice,Team Member,36,31,1,2.6595664585981407
2717,4,Video,Team Member,25,17,0,9.410761111434157
2718,2,Voice,Team Member,36,25,0,4.440452477798144
2719,5,Video,Team Member,11,9,1,7.890509430486557
2720,4,Video,Team Member,16,22,0,4.921676486494891
2721,2,Text,Team Member,17,35,0,4.710856570257476
2722,1,Text,Manager,42,17,0,1.4811628802964238
2723,5,Video,Team Member,24,28,0,8.511996109485862
2724,3,Video,Team Member,17,1,1,0.7835528054763463
2725,4,Video,Team Member,48,9,0,3.1026109465304152
2726,2,Text,Team Member,20,13,1,6.734680717201794
2727,1,Text,Manager,22,32,0,5.072575508080298
2728,3,Text,Team Member,6,28,1,8.813783269715362
2729,2,Text,Team Member,7,31,0,0.39297952787915924
2730,2,Text,Team Member,14,8,0,6.494075194997302
2731,3,Voice,Manager,11,8,0,4.7746547062712485
2732,1,Text,Team Member,12,34,1,1.5431182346765093
2733,1,Text,Team Member,46,23,0,7.432519071125935
2734,5,Video,Team Member,5,10,1,4.113068554
2735,4,Video,Team Member,5,25,0,5.315819042366835
2736,3,Text,Team Member,20,33,0,9.672660663631083
2737,3,Text,Manager,15,4,1,4.862300810251886
2738,3,Text,Team Member,26,7,0,8.233728655586427
2739,1,Text,Manager,33,33,0,7.6957752334124425
2740,4,Video,Manager,30,2,0,6.627545915
2741,5,Video,Team Member,24,32,0,8.968121433503336
2742,2,Voice,Team Member,23,5,1,2.516016469371809
2743,2,Text,Team Member,9,17,0,8.207712314676632
2744,3,Text,Team Member,3,12,1,3.7778748839734257
2745,4,Video,Team Member,36,12,1,8.124908900812214
2746,1,Text,Team Member,48,35,0,4.937886845455111
2747,4,Video,Team Member,7,21,0,8.577092529432358
2748,4,Video,Team Member,22,21,1,8.948435376929863
2749,1,Text,Team Member,14,2,1,5.976438756841155
2750,3,Video,Team Member,48,21,0,5.0762695683124495
2751,4,Video,Team Member,29,15,0,7.8328014333233416
2752,2,Text,Team Member,16,11,0,2.669862031791733
2753,1,Text,Team Member,48,10,0,0.1534868124891442
2754,5,Voice,Team Member,34,18,1,4.070945827547695
2755,3,Text,Team Member,10,23,0,5.077741328967768
2756,1,Text,Manager,7,31,0,2.972627194387565
2757,5,Video,Manager,25,26,1,3.8336188173776744
2758,5,Video,Manager,27,2,1,1.3305823291609464
2759,4,Voice,Team Member,15,7,1,2.772899034
2760,4,Video,Manager,32,24,0,2.4009534791457354
2761,4,Voice,Team Member,28,32,0,3.0098685382677015
2762,1,Text,Team Member,9,26,0,2.9905411054065247
2763,1,Text,Team Member,7,23,1,5.589683710476134
2764,3,Text,Team Member,16,14,1,2.5059694019607273
2765,4,Voice,Team Member,26,29,1,9.409612633398885
2766,5,Video,Team Member,35,25,1,5.1127483036333485
2767,2,Text,Team Member,17,31,0,1.289660064097674
2768,3,Voice,Team Member,23,2,0,2.796062705242839
2769,1,Text,Team Member,8,2,0,7.297574961
2770,3,Text,Team Member,2,23,1,0.13659038380727462
2771,3,Text,Team Member,31,11,0,9.378179862
2772,3,Text,Manager,32,29,0,4.451769217258061
2773,3,Text,Team Member,29,35,0,5.210790229509968
2774,2,Text,Team Member,3,9,0,9.884122358
2775,4,Video,Team Member,8,32,1,5.034030859993316
2776,5,Voice,Team Member,2,30,0,9.477439944619725
2777,3,Video,Team Member,31,15,1,9.152311157931543
2778,3,Text,Manager,49,14,0,9.413155286662127
2779,3,Video,Manager,37,17,0,8.123730575
2780,4,Video,Manager,20,22,0,2.963980845577312
2781,1,Text,Manager,29,30,1,3.4638248378598147
2782,1,Text,Manager,17,17,0,3.649840681806409
2783,2,Text,Team Member,10,16,0,9.791808396
2784,1,Text,Team Member,41,8,0,3.607555039721486
2785,3,Text,Team Member,22,31,0,1.086893092183805
2786,3,Text,Team Member,6,12,0,7.783288946351517
2787,3,Voice,Manager,43,33,0,3.6606329158205253
2788,2,Text,Team Member,34,12,1,6.209359117258434
2789,3,Video,Team Member,31,25,1,9.243604123
2790,1,Text,Team Member,12,18,0,5.755055767780442
2791,4,Voice,Team Member,12,19,1,6.377001784
2792,4,Video,Team Member,16,3,1,6.428625645
2793,5,Voice,Team Member,25,35,1,6.123991857585152
2794,1,Text,Team Member,22,5,0,1.597693774809541
2795,3,Voice,Team Member,27,35,0,4.564154147487555
2796,4,Voice,Team Member,24,27,1,0.0766402
2797,1,Text,Team Member,12,21,1,6.262648040753332
2798,4,Voice,Team Member,18,16,0,5.753582950262389
2799,3,Video,Team Member,45,28,0,3.181372192408211
2800,4,Video,Team Member,47,25,0,5.238955031702037
2801,5,Video,Team Member,16,33,0,4.930577819080767
2802,5,Video,Manager,4,17,0,2.509152159422512
2803,4,Video,Team Member,12,30,0,2.9328754809259294
2804,1,Text,Manager,49,4,0,7.625409966287506
2805,1,Text,Team Member,33,2,0,7.557323191817289
2806,1,Text,Team Member,22,9,0,4.6978215023984236
2807,4,Video,Team Member,18,31,0,7.175089524159795
2808,1,Text,Team Member,48,25,0,4.508012802309361
2809,3,Text,Manager,33,5,0,8.513740349
2810,5,Video,Team Member,27,24,0,3.328066822086133
2811,3,Text,Manager,42,24,0,9.272924998
2812,1,Text,Team Member,19,29,0,5.422836505646709
2813,3,Text,Team Member,48,31,0,5.356878610797508
2814,1,Text,Team Member,14,19,0,6.708103843260437
2815,4,Video,Team Member,25,23,0,3.408560108146844
2816,3,Voice,Manager,34,35,1,7.243295709071344
2817,4,Video,Team Member,24,6,0,3.2042510263411996
2818,4,Video,Manager,38,6,1,3.9753882995878564
2819,2,Text,Manager,23,30,0,6.747034367930568
2820,1,Text,Manager,5,1,1,3.784491013013814
2821,5,Voice,Team Member,44,8,0,1.999741226880607
2822,1,Text,Team Member,36,28,0,8.719014587755067
2823,5,Video,Manager,24,25,0,9.221553808
2824,1,Voice,Manager,36,33,1,6.267310498074485
2825,4,Video,Team Member,5,14,0,8.111507711978534
2826,3,Text,Team Member,39,11,1,9.866523548
2827,3,Text,Team Member,6,2,0,6.1477475181982575
2828,2,Voice,Team Member,45,30,1,9.087926432500135
2829,5,Video,Team Member,36,30,1,3.5925474972034763
2830,5,Video,Team Member,45,4,1,7.0047243588718615
2831,5,Video,Team Member,4,13,1,0.5580546629684635
2832,4,Voice,Team Member,10,7,0,7.889715556101448
2833,5,Video,Team Member,1,3,0,8.298031447295674
2834,3,Video,Team Member,21,9,0,4.011754364739919
2835,4,Video,Team Member,40,14,0,6.389550158773297
2836,1,Voice,Team Member,39,11,0,8.583611023923586
2837,5,Video,Team Member,37,14,0,8.836081645090502
2838,5,Video,Team Member,3,19,1,1.0653152431660096
2839,1,Text,Manager,47,8,0,8.274877465328974
2840,5,Video,Manager,31,7,0,2.7424335192610028
2841,1,Text,Team Member,27,7,0,7.273068963377433
2842,4,Voice,Team Member,17,3,1,3.2516415349255534
2843,3,Voice,Team Member,23,3,0,0.5632967063057714
2844,1,Voice,Team Member,13,18,0,2.098707098511076
2845,2,Text,Team Member,47,33,1,4.086717758
2846,1,Text,Manager,27,28,0,7.412286200610425
2847,5,Voice,Team Member,20,16,1,1.007036273123576
2848,4,Voice,Team Member,46,15,1,8.129341249001598
2849,4,Voice,Manager,13,29,0,9.969510919624106
2850,1,Text,Manager,44,18,1,7.882576431791254
2851,3,Video,Manager,24,19,1,4.7373652002888145
2852,2,Voice,Team Member,41,29,0,5.6816021084594635
2853,4,Video,Team Member,3,6,0,0.061605083
2854,5,Video,Team Member,43,27,0,2.0927383785539746
2855,5,Video,Team Member,10,7,1,8.989881314600455
2856,3,Text,Manager,1,27,0,0.21729402735185865
2857,4,Video,Team Member,49,19,1,9.047949528969818
2858,1,Voice,Team Member,13,17,0,1.132526081281674
2859,5,Voice,Team Member,14,11,1,1.3307412995883428
2860,3,Text,Team Member,33,5,0,1.7534991085692242
2861,4,Voice,Team Member,2,2,0,7.993853249551963
2862,4,Voice,Team Member,2,12,0,4.781865753423794
2863,4,Video,Team Member,39,11,1,1.4519663023004237
2864,4,Video,Team Member,41,10,0,6.868018196653249
2865,4,Video,Team Member,31,28,1,9.406883663257773
2866,5,Voice,Manager,4,7,0,5.724514742474719
2867,3,Voice,Team Member,34,14,1,0.987000057
2868,4,Video,Team Member,19,13,1,0.547506062
2869,2,Text,Team Member,37,5,0,7.958723598757608
2870,2,Voice,Team Member,9,8,1,6.2608365237443495
2871,3,Text,Team Member,24,1,0,9.226573391246014
2872,1,Text,Manager,13,5,1,5.472501510479879
2873,1,Text,Team Member,44,11,0,0.6239540324305337
2874,1,Voice,Team Member,30,10,0,4.036868499986502
2875,2,Voice,Team Member,19,15,1,6.579906885914179
2876,1,Text,Manager,41,29,1,3.8488535093726304
2877,5,Video,Manager,10,25,0,9.995913967
2878,4,Video,Manager,42,6,1,4.053786137
2879,2,Voice,Team Member,44,11,0,5.4623612644755015
2880,3,Video,Team Member,14,17,1,2.253920326236795
2881,3,Voice,Team Member,40,15,0,1.5213820430219172
2882,4,Video,Team Member,48,16,0,6.453055385632509
2883,2,Text,Team Member,49,2,0,5.886127469156821
2884,1,Text,Team Member,20,19,1,0.043388574
2885,1,Voice,Team Member,4,21,0,2.8478153479774218
2886,5,Video,Team Member,38,11,1,6.4357957301291435
2887,5,Voice,Team Member,44,3,1,8.122493457324497
2888,1,Voice,Team Member,39,34,0,3.1236865303984427
2889,3,Voice,Team Member,5,18,0,6.474363692888538
2890,3,Text,Team Member,42,15,0,2.652579301508462
2891,5,Video,Team Member,32,25,0,6.903798946292362
2892,4,Video,Team Member,6,15,0,6.979479986624625
2893,1,Text,Manager,14,30,1,1.3022346551959008
2894,5,Video,Manager,6,17,0,6.65089784
2895,5,Voice,Team Member,14,18,1,3.335671816803697
2896,1,Text,Manager,12,31,0,1.725949315926274
2897,1,Text,Team Member,27,18,0,5.003612327737742
2898,3,Text,Team Member,26,35,0,4.522966839087212
2899,4,Voice,Team Member,12,13,1,7.738748110619969
2900,4,Video,Team Member,8,14,0,0.8451550916121853
2901,1,Voice,Team Member,10,18,1,7.897532688317809
2902,2,Text,Manager,16,5,0,1.0608236210929567
2903,5,Video,Manager,26,14,1,2.074590280790619
2904,5,Video,Team Member,8,25,1,5.158821183
2905,1,Voice,Team Member,41,12,1,4.631746000224245
2906,2,Text,Team Member,45,28,0,9.888589747340482
2907,3,Video,Manager,29,35,0,5.894737132624393
2908,1,Text,Team Member,20,1,1,3.274355952469139
2909,1,Voice,Team Member,17,3,0,9.001488685439856
2910,5,Video,Manager,19,7,1,3.1221495678250366
2911,1,Text,Manager,17,9,1,2.7377563518829007
2912,1,Text,Team Member,39,23,0,4.943717951988594
2913,1,Text,Team Member,1,24,0,9.131747844730791
2914,5,Video,Team Member,29,10,0,7.085142552588386
2915,3,Text,Team Member,14,12,0,6.774832154673305
2916,3,Text,Team Member,17,19,1,7.260772650387629
2917,1,Text,Team Member,13,32,1,6.596406107758882
2918,5,Voice,Team Member,29,24,0,7.597963596679459
2919,3,Video,Team Member,34,22,1,1.9276202172913348
2920,3,Text,Manager,27,3,0,1.772582867616015
2921,3,Text,Team Member,46,27,0,3.621633437914038
2922,5,Voice,Team Member,33,19,0,8.509597787958326
2923,5,Video,Team Member,29,9,1,7.144542154967097
2924,1,Text,Team Member,37,13,1,5.664733428427692
2925,4,Video,Team Member,39,2,0,0.19447437478119833
2926,3,Text,Team Member,19,29,0,2.3580228393586653
2927,4,Voice,Team Member,46,11,0,8.035139425
2928,5,Video,Team Member,24,34,1,2.4248669308421866
2929,5,Video,Team Member,14,4,0,7.302901971909473
2930,5,Video,Team Member,47,4,0,1.846342649
2931,4,Video,Team Member,37,1,1,6.063675581993586
2932,5,Video,Team Member,5,25,0,6.282113667005017
2933,1,Voice,Manager,24,26,0,7.519662256864816
2934,5,Video,Team Member,34,11,0,4.383424008956399
2935,2,Text,Team Member,31,23,1,6.3267469908547245
2936,4,Video,Team Member,30,2,1,4.869697887202849
2937,2,Text,Manager,9,19,0,9.473380453983129
2938,5,Video,Manager,27,29,0,5.218807270185074
2939,1,Voice,Team Member,28,4,0,2.0959788312818786
2940,3,Voice,Team Member,42,16,0,6.678925491386364
2941,5,Video,Team Member,26,27,0,5.484673282084135
2942,1,Text,Team Member,18,5,0,8.038294972201466
2943,4,Video,Manager,36,15,0,1.769115975932436
2944,2,Text,Manager,8,23,1,2.609396026739048
2945,2,Text,Team Member,18,3,0,9.216291074
2946,2,Text,Manager,20,18,1,9.300261132
2947,4,Voice,Team Member,32,26,0,4.422567665
2948,1,Text,Team Member,29,6,0,0.4775118211842988
2949,4,Video,Manager,49,17,0,3.065550686259597
2950,2,Text,Team Member,48,27,0,2.471226544212781
2951,5,Voice,Manager,18,20,1,4.146768519949218
2952,3,Video,Manager,7,6,1,3.1780061887858757
2953,4,Video,Team Member,1,35,0,8.289923438524543
2954,4,Voice,Team Member,28,12,1,0.030360191
2955,1,Text,Team Member,33,3,1,6.446318535114982
2956,1,Text,Team Member,4,4,0,6.642702251560433
2957,4,Video,Team Member,20,4,0,6.606265752890429
2958,2,Text,Team Member,36,4,0,5.205946805145697
2959,3,Video,Team Member,31,21,1,6.111040731098029
2960,1,Text,Team Member,38,2,0,8.104943115
2961,2,Voice,Team Member,28,16,0,7.841967786883814
2962,5,Video,Manager,3,7,0,0.3462537717841041
2963,1,Text,Manager,6,19,0,0.3043653573730887
2964,2,Text,Team Member,45,33,1,8.389448127704913
2965,2,Text,Team Member,23,9,0,5.747296875305628
2966,3,Text,Team Member,7,17,0,9.574273352691922
2967,3,Voice,Team Member,36,27,1,4.315915969164758
2968,5,Video,Team Member,1,33,0,1.767418213957438
2969,2,Text,Team Member,6,12,0,4.732349123878091
2970,2,Text,Team Member,24,11,1,4.365443079615231
